sentid	sent	start	finish	error	correction	tag	levenstein	lemmaequal	grammequal	stemequal	lenorig	lencorr	bastard	pos1	pos2
32736	Аналез показал, что в воде было обнаружено семь таксичных веществ и шесть из них относятся к классу опасности. 	18	18	опасности		lex	9	0	0	0	1	0	0	S 	
32736	Аналез показал, что в воде было обнаружено семь таксичных веществ и шесть из них относятся к классу опасности. 	18	18	опасности		lex	9	0	0	0	1	0	0	S 	
32736	Аналез показал, что в воде было обнаружено семь таксичных веществ и шесть из них относятся к классу опасности. 	18	18	опасности		lex	9	0	0	0	1	0	0	S 	
32737	Люди думают, что колодецная вода частая и полезная, но после лабораторных анализов был обнаружен в воде кадмий. 	4	4	колодецная		morph	10	0	0	0	1	0	0	S 	
32737	Люди думают, что колодецная вода частая и полезная, но после лабораторных анализов был обнаружен в воде кадмий. 	6	6	частая		orpho	6	0	0	0	1	0	0	A=им 	
32738	Это генетический яд разрушающий структуры ДНК. 	5	5	структуры		morph	9	0	0	0	1	0	0	S 	
32739	Многие люди продолжают пить воду из под крана. 	6	7	из под 	из-под 	orpho	1	0	0	0	3	2	0	PR=  PR= 	PR= 
32742	Были обнаружены опасные вещества такие как пистециды, нетраты, продукты нефти. 	7	8	нетраты		orpho	7	0	0	0	1	0	0	S 	
32743	Некоторые районы были заражены палочкой тифа. 	5	5	палочкой		syntax, lex	8	0	0	0	1	0	0	S 	
32744	Это тоже большая проблема в Росси. 	6	6	Росси		typo	5	0	0	0	1	0	0	S 	
32745	Мы должны поднять вопрос на всемирном обуждении. 	6	7	обуждении		lex	9	0	0	0	1	0	0	S 	
32775	Портландский Государственный Универститет. 	3	3	Универститет		typo	12	0	0	0	1	0	0	S 	
32783	В системе политико- географических знаний на первое место выдвигается геополитическое положение страны по отношению к другим государствам, которые проводят неодинаковую политику и, следовательно, по- разному влияют на соседние страны и регионы. 	5	5	знаний		lex?	6	0	0	0	1	0	0	S 	
32786	» Термин « геополитика» ввел Рудольф Челлен, шведский социолог и политолог, в 1899 году, он изобрел термин « геополитика» и описал геополитику как науку о государстве как географическом организме в пространстве. 	24	24	как		lex, constr?	3	0	0	0	1	0	0	ADVPRO= 	
32789	Классики геополитики считают значение геополитики результатом синтеза географии и политологии. 	1	1	Классики		lex?	8	0	0	0	1	0	0	S 	
32791	Политика касается геополитики только в процессе социума, в процессах природных ландшафтов и их изменениях. 	6	6	процессе		lex?	8	0	0	0	1	0	0	S 	
32791	Политика касается геополитики только в процессе социума, в процессах природных ландшафтов и их изменениях. 	9	9	процессах		not-clear	9	0	0	0	1	0	0	S 	
32791	Политика касается геополитики только в процессе социума, в процессах природных ландшафтов и их изменениях. 	11	11	ландшафтов		not-clear	10	0	0	0	1	0	0	S 	
32793	Многие известные классики геополитики, на пример: :А. 	3	3	классики		lex?	8	0	0	0	1	0	0	S 	
32793	Многие известные классики геополитики, на пример: :А. 	5	6	на пример 	например: 	orpho	2	0	0	0	3	2	0	PR=  S 	ADV 
32801	В морских империях, на пример Великобритания, главные связи проходят по морю, в континентальных- Россия, Китай- по суше. 	4	5	на пример 	например 	orpho	1	0	0	0	3	2	0	PR=  S 	ADV 
32801	В морских империях, на пример Великобритания, главные связи проходят по морю, в континентальных- Россия, Китай- по суше. 	14	15	Китай		gov	5	0	0	0	1	0	0	S 	
32802	Многие ученые стали рассуждать о научном значении термина геополитика, особенно когда геополитика стала использоваться как обоснование « расового превосходства», завоевания « жизненного пространства», после прихода нацистов к власти в Германии. 	19	19	завоевания		gov?	10	0	0	0	1	0	0	S 	
32808	Некоторые ученые считают, что геополитика это как судьба, так как геополитика зависит от географической среды, и геополитическое положение страны как правило неизменный фактор. 	8	8	судьба		lex?	6	0	0	0	1	0	0	S 	
32809	Так же геополитика рассматривается как наука о значении географического положения в политических стратегий того или иного государства, и реализации этих стратегий в своей истории. 	13	13	стратегий		gov, lex?	9	0	0	0	1	0	0	S 	
32809	Так же геополитика рассматривается как наука о значении географического положения в политических стратегий того или иного государства, и реализации этих стратегий в своей истории. 	23	23	своей		ref?	5	0	0	0	1	0	0	APRO=(пр 	
32810	Например, Россия является центром по экономико- географическому положению. 	8	8	положению		lex?	9	0	0	0	1	0	0	S 	
32810	Например, Россия является центром по экономико- географическому положению. 	8	8	положению		lex?	9	0	0	0	1	0	0	S 	
32810	Например, Россия является центром по экономико- географическому положению. 	8	8	положению		lex?	9	0	0	0	1	0	0	S 	
32811	Крупные города находятся в выгодным и уникальным положении, так как они расположены на пересечении важнейших коммуникаций, что создает хорошие условия для социально- экономического развития. 	5	5	выгодным		gov	8	0	0	0	1	0	0	A=(дат 	
32811	Крупные города находятся в выгодным и уникальным положении, так как они расположены на пересечении важнейших коммуникаций, что создает хорошие условия для социально- экономического развития. 	7	7	уникальным		gov	10	0	0	0	1	0	0	A=(дат 	
32814	Число соседних государств значительно увеличилось, территории России уменьшилась, численность населения России и объем ВВП так же значительно уменьшились. 	6	6	территории		coord	10	0	0	0	1	0	0	S 	
32815	Так же геополитическая позиция России ослабла, из- за территориального расширения геополитического влияния США, расширения блока НАТО, появления двух мощных геополитических центров- Китай и Япония, агрессивной активизации исламского фундаментализма, и из- за обшего снижения военного потенциала России. 	24	24	Япония		gov	6	0	0	0	1	0	0	S 	
32815	Так же геополитическая позиция России ослабла, из- за территориального расширения геополитического влияния США, расширения блока НАТО, появления двух мощных геополитических центров- Китай и Япония, агрессивной активизации исламского фундаментализма, и из- за обшего снижения военного потенциала России. 	24	24	Япония		gov	6	0	0	0	1	0	0	S 	
32815	Так же геополитическая позиция России ослабла, из- за территориального расширения геополитического влияния США, расширения блока НАТО, появления двух мощных геополитических центров- Китай и Япония, агрессивной активизации исламского фундаментализма, и из- за обшего снижения военного потенциала России. 	24	24	Япония		gov	6	0	0	0	1	0	0	S 	
32819	Геополитический мировой порядок- это использование геополитических сил во всем мире, влияние государств на другие в мировом масштабе. 	13	14	на другие 	друг на друга 	lex	7	0	0	0	3	4	0	PR=  APRO=(им 	S  PR=  S 
32826	Геополитика в практике: Мексика и США. 	2	2	в		lex?	1	0	0	0	1	0	0	S 	
32828	Поскольку география, в рамкаях науки геополитики обуславливает во многом многоплановые отношения между странами, то рассматривать взаимоотношения таких стран как Мексика и США, например, необходимо с точки зрения геополитики, так как эти взаимоотноешения строятся во всех областях: экономика, политика, экология, культура, и проч. 	4	4	рамкаях		orpho	7	0	0	0	1	0	0	S 	
32828	Поскольку география, в рамкаях науки геополитики обуславливает во многом многоплановые отношения между странами, то рассматривать взаимоотношения таких стран как Мексика и США, например, необходимо с точки зрения геополитики, так как эти взаимоотноешения строятся во всех областях: экономика, политика, экология, культура, и проч. 	32	32	взаимоотноешения		typo	16	0	0	0	1	0	0	S 	
32828	Поскольку география, в рамкаях науки геополитики обуславливает во многом многоплановые отношения между странами, то рассматривать взаимоотношения таких стран как Мексика и США, например, необходимо с точки зрения геополитики, так как эти взаимоотноешения строятся во всех областях: экономика, политика, экология, культура, и проч. 	37	40	культура		gov	8	0	0	0	1	0	0	S 	
32829	при этом каждая из этих областей взаимовлияет на другую. 	9	9	другую		constr	6	0	0	0	1	0	0	APRO=вин 	
32831	Американские штаты Калифорния, Техас, Аризона и Новая Мексика граничат с Мексикой. 	7	8	Новая Мексика 	Нью-Мексико 	cs	6	0	0	0	3	2	0	A=им  S 	S 
32831	Американские штаты Калифорния, Техас, Аризона и Новая Мексика граничат с Мексикой. 	9	9	граничат		lex?	8	0	0	0	1	0	0	V 	
32832	Граница с США дает возможность мексиканцам очень легко пересечь стену и легко оказаться в Америке. 	10	10	стену		lex	5	0	0	0	1	0	0	S 	
32833	Конечно, это на так легко сказать, как сделать. 	8	8	сделать		lex	7	0	0	0	1	0	0	V 	
32833	Конечно, это на так легко сказать, как сделать. 	8	8	сделать		lex	7	0	0	0	1	0	0	V 	
32833	Конечно, это на так легко сказать, как сделать. 	8	8	сделать		lex	7	0	0	0	1	0	0	V 	
32834	Во- первых это очень опасно, во- вторых это стоит от 1000 до 3000 долларов, потому что найти специального человека, который знает где можно пересечь границу и как избежать патруль охраняющий границу. 	16	16	что		syntax	3	0	0	0	1	0	0	SPRO 	
32834	Во- первых это очень опасно, во- вторых это стоит от 1000 до 3000 долларов, потому что найти специального человека, который знает где можно пересечь границу и как избежать патруль охраняющий границу. 	28	28	избежать		lex	8	0	0	0	1	0	0	V 	
32835	Мексика значительно влияет на США экономически. 	2	2	значительно		lex	11	0	0	0	1	0	0	ADV= 	
32837	Мексика была заинтересована в подписании соглашения НАФТА, так как оно позволяло им быть на американском рынке, который состовляет около 80% всего мексиканского экспорта, так же больший поток инвестиций в страну, в том числе и за счет других латиноамериканских стран, и, конечно же, возможность модернизации экономики. 	24	24	так		constr, syntax	3	0	0	0	1	0	0	ADVPRO= 	
32837	Мексика была заинтересована в подписании соглашения НАФТА, так как оно позволяло им быть на американском рынке, который состовляет около 80% всего мексиканского экспорта, так же больший поток инвестиций в страну, в том числе и за счет других латиноамериканских стран, и, конечно же, возможность модернизации экономики. 	24	24	так		constr, syntax	3	0	0	0	1	0	0	ADVPRO= 	
32837	Мексика была заинтересована в подписании соглашения НАФТА, так как оно позволяло им быть на американском рынке, который состовляет около 80% всего мексиканского экспорта, так же больший поток инвестиций в страну, в том числе и за счет других латиноамериканских стран, и, конечно же, возможность модернизации экономики. 	24	24	так		constr, syntax	3	0	0	0	1	0	0	ADVPRO= 	
32837	Мексика была заинтересована в подписании соглашения НАФТА, так как оно позволяло им быть на американском рынке, который состовляет около 80% всего мексиканского экспорта, так же больший поток инвестиций в страну, в том числе и за счет других латиноамериканских стран, и, конечно же, возможность модернизации экономики. 	24	24	так		constr, syntax	3	0	0	0	1	0	0	ADVPRO= 	
32838	Более того, пописавние договора позволяло продолжение неолиберальных реформ, которые были предприняты правительством Мексики в начале 80- х годов и отказ от импортозамещающей стратегии развития. 	3	3	пописавние		orpho, lex	10	0	0	0	1	0	0	A=(вин 	
32838	Более того, пописавние договора позволяло продолжение неолиберальных реформ, которые были предприняты правительством Мексики в начале 80- х годов и отказ от импортозамещающей стратегии развития. 	3	3	пописавние		orpho, lex	10	0	0	0	1	0	0	A=(вин 	
32839	НАФТА создала рабочие места и позволила рост экономики во всех трех странах. 	6	6	позволила		lex, constr	9	0	0	0	1	0	0	V 	
32840	Мексика и США находятся в достаточно тесных отношениях в рынке труда. 	9	9	в		lex	1	0	0	0	1	0	0	S 	
32844	Много работодатели начинают нарушать самые простые права человека и использовать нелегальных иммигрантов из- за того, что у тех нет выбора как продолжать работать. 	23	23	работать		not-clear	8	0	0	0	1	0	0	V 	
32844	Много работодатели начинают нарушать самые простые права человека и использовать нелегальных иммигрантов из- за того, что у тех нет выбора как продолжать работать. 	23	23	работать		not-clear	8	0	0	0	1	0	0	V 	
32844	Много работодатели начинают нарушать самые простые права человека и использовать нелегальных иммигрантов из- за того, что у тех нет выбора как продолжать работать. 	23	23	работать		not-clear	8	0	0	0	1	0	0	V 	
32846	Много законов было принято по этому поводу, и не смотря на то что иммигранты из Мексики нелегальны, они имеют равные права работников как любой гражданин Америки. 	17	17	нелегальны		morph	10	0	0	0	1	0	0	A=мн 	
32846	Много законов было принято по этому поводу, и не смотря на то что иммигранты из Мексики нелегальны, они имеют равные права работников как любой гражданин Америки. 	17	17	нелегальны		morph	10	0	0	0	1	0	0	A=мн 	
32846	Много законов было принято по этому поводу, и не смотря на то что иммигранты из Мексики нелегальны, они имеют равные права работников как любой гражданин Америки. 	17	17	нелегальны		morph	10	0	0	0	1	0	0	A=мн 	
32846	Много законов было принято по этому поводу, и не смотря на то что иммигранты из Мексики нелегальны, они имеют равные права работников как любой гражданин Америки. 	17	17	нелегальны		morph	10	0	0	0	1	0	0	A=мн 	
32847	Работодатель имеет право отказать нелегальному иммигранту в работе, но если, не смотря на фальшивые документы, или на их отсутствие, он все же решил дать работу иммигранту, он должен предоставить ему такие же права, которые имеет любой другой рабочий гражданин Америки. 	11	12	не смотря 	несмотря 	orpho	1	0	0	0	3	2	0	PART=  ADV= 	ADV= 
32847	Работодатель имеет право отказать нелегальному иммигранту в работе, но если, не смотря на фальшивые документы, или на их отсутствие, он все же решил дать работу иммигранту, он должен предоставить ему такие же права, которые имеет любой другой рабочий гражданин Америки. 	38	38	рабочий		lex?	7	0	0	0	1	0	0	S 	
32849	Так же получая работу нелегально, иммигранты не платят налоги, в то время как очень часто они получают разные государственные бенефиты, на пример, страховку на здоровье, ,дополнительные деньги на еду, и т. 	20	20	бенефиты		cs	8	0	0	0	1	0	0	S 	
32849	Так же получая работу нелегально, иммигранты не платят налоги, в то время как очень часто они получают разные государственные бенефиты, на пример, страховку на здоровье, ,дополнительные деньги на еду, и т. 	20	20	бенефиты		cs	8	0	0	0	1	0	0	S 	
32849	Так же получая работу нелегально, иммигранты не платят налоги, в то время как очень часто они получают разные государственные бенефиты, на пример, страховку на здоровье, ,дополнительные деньги на еду, и т. 	20	20	бенефиты		cs	8	0	0	0	1	0	0	S 	
32854	В Техасе было потрачено 1, 4 биллиона долларов на образование, страховку, еду для нелегальных иммигрантов и получено обратно в налогах всего 424 миллион	17	17	получено		constr?	8	0	0	0	1	0	0	V 	
32854	В Техасе было потрачено 1, 4 биллиона долларов на образование, страховку, еду для нелегальных иммигрантов и получено обратно в налогах всего 424 миллион	20	20	налогах		constr?	7	0	0	0	1	0	0	S 	
32859	От 300 до 800 долларов в среднем тратится на каждого нелегального студента в школе. 	12	12	студента		lex	8	0	0	0	1	0	0	S 	
32861	Но если сравнить все эти числа со числами все страны, то они не выглядят такими большими. 	10	10	страны		constr, syntax?	6	0	0	0	1	0	0	S 	
32861	Но если сравнить все эти числа со числами все страны, то они не выглядят такими большими. 	10	10	страны		constr, syntax?	6	0	0	0	1	0	0	S 	
32861	Но если сравнить все эти числа со числами все страны, то они не выглядят такими большими. 	10	10	страны		constr, syntax?	6	0	0	0	1	0	0	S 	
32861	Но если сравнить все эти числа со числами все страны, то они не выглядят такими большими. 	10	10	страны		constr, syntax?	6	0	0	0	1	0	0	S 	
32861	Но если сравнить все эти числа со числами все страны, то они не выглядят такими большими. 	10	10	страны		constr, syntax?	6	0	0	0	1	0	0	S 	
32862	На пример, не смотря на то что около 3 миллионов детей в школах нелегальные иммигранты, по данным переписи 2006 года во всех вместе взятых школах Америки учится около 53, 3 миллионов детей. 	1	2	На пример 	Например, 	orpho	2	0	0	0	3	2	0	PR=  S 	ADV 
32862	На пример, не смотря на то что около 3 миллионов детей в школах нелегальные иммигранты, по данным переписи 2006 года во всех вместе взятых школах Америки учится около 53, 3 миллионов детей. 	0	4	не смотря 	несмотря 	orpho	1	0	0	0	3	2	0	PART=  ADV= 	ADV= 
32862	На пример, не смотря на то что около 3 миллионов детей в школах нелегальные иммигранты, по данным переписи 2006 года во всех вместе взятых школах Америки учится около 53, 3 миллионов детей. 	27	27	учится		coord	6	0	0	0	1	0	0	V 	
32863	Сан Диего потратил около 108 миллионов на создание закона против иммиграции, но это всего 9 процентов всего федерального бюджета города. 	10	10	против		lex, constr?	6	0	0	0	1	0	0	PR= 	
32864	В других штатах таких как Миннесота или Нью Мексико было потрачено всего 2 процента федеральных денег на программы связанные с нелегальной иммиграцией. 	8	9	Нью Мексико 	Нью-Мексико 	orpho	1	0	0	0	3	2	0	A=(пр  S 	S 
32868	Геополитическое отношение Мексики и США всего лишь небольшой экскурс в сложные, многообразные, взаимопереплетенные отношения США и Мексики, однако, даже этот небольшой пример показывает, что географическое положение стран во многом обуславлиеват сложные и взаимозависимые отношения в области экономики, политики, социальной политики, и проч. 	13	13	взаимопереплетенные		lex, not-clear	19	0	0	0	1	0	0	A 	
32868	Геополитическое отношение Мексики и США всего лишь небольшой экскурс в сложные, многообразные, взаимопереплетенные отношения США и Мексики, однако, даже этот небольшой пример показывает, что географическое положение стран во многом обуславлиеват сложные и взаимозависимые отношения в области экономики, политики, социальной политики, и проч. 	13	13	взаимопереплетенные		lex, not-clear	19	0	0	0	1	0	0	A 	
33064	Как Вы не переборщаете в эмоциях? 	4	4	переборщаете		morph	12	0	0	0	1	0	0	V 	
33068	С какими препятсвиями Вы сталкивались? 	3	3	препятсвиями		morph	12	0	0	0	1	0	0	S 	
33090	По моему мнению в России существуют довольно много проблем, которые надо решить прежде чем подумать о модернизации армии, так- же как, на мой взгляд, в США. 	6	6	существуют		coord	10	0	0	0	1	0	0	V 	
33090	По моему мнению в России существуют довольно много проблем, которые надо решить прежде чем подумать о модернизации армии, так- же как, на мой взгляд, в США. 	19	20	так же же 	так 	morph	6	0	0	0	4	2	0	ADVPRO=  PART=  PART= 	ADVPRO= 
33091	Мы тоже тратим миллиарды долларов каждый год на увеличение военных сил, когда есть миллионы люди в нашей стране без еды, без домов, без образования. 	13	14	миллионы		syntax	8	0	0	0	1	0	0	S 	
33091	Мы тоже тратим миллиарды долларов каждый год на увеличение военных сил, когда есть миллионы люди в нашей стране без еды, без домов, без образования. 	15	15	люди		gov, syntax	4	0	0	0	1	0	0	S 	
33091	Мы тоже тратим миллиарды долларов каждый год на увеличение военных сил, когда есть миллионы люди в нашей стране без еды, без домов, без образования. 	16	17	нашей		syntax	5	0	0	0	1	0	0	APRO=(пр 	
33091	Мы тоже тратим миллиарды долларов каждый год на увеличение военных сил, когда есть миллионы люди в нашей стране без еды, без домов, без образования. 	18	18	стране		syntax, lex	6	0	0	0	1	0	0	S 	
33095	Мне стыдно участвовать в таком обществе, где ЕСТЬ такие огромные деньги используемые не чтобы улучшить этот мир, а чтобы сделать его более зависимым от страха. 	6	6	обществе		gov, constr	8	0	0	0	1	0	0	S 	
33095	Мне стыдно участвовать в таком обществе, где ЕСТЬ такие огромные деньги используемые не чтобы улучшить этот мир, а чтобы сделать его более зависимым от страха. 	6	6	обществе		gov, constr	8	0	0	0	1	0	0	S 	
33095	Мне стыдно участвовать в таком обществе, где ЕСТЬ такие огромные деньги используемые не чтобы улучшить этот мир, а чтобы сделать его более зависимым от страха. 	6	6	обществе		gov, constr	8	0	0	0	1	0	0	S 	
33096	Я знаю, что такой взгляд кажется очень простой, даже идеалистичный, но я думаю иногда полезно посмотреть на сложную ситуацию с точки зрения идеализма. 	10	10	идеалистичный		gov	13	0	0	0	1	0	0	A=(вин 	
33096	Я знаю, что такой взгляд кажется очень простой, даже идеалистичный, но я думаю иногда полезно посмотреть на сложную ситуацию с точки зрения идеализма. 	10	10	идеалистичный		gov	13	0	0	0	1	0	0	A=(вин 	
33097	Иначе ничего никогда не будет улучшаться! 	5	6	будет улучшаться 	улучшится! 	asp	9	0	0	0	3	2	0	V  V 	V  
33145	просто отличные примеры образа, в котором граждане воспоминают войну. 	8	8	воспоминают		morph	11	0	0	0	1	0	0	V 	
33146	Лирики Окуджавы- очень горькие. 	4	4	горькие		lex, coord	7	0	0	0	1	0	0	A=(вин 	
33146	Лирики Окуджавы- очень горькие. 	4	4	горькие		lex, coord	7	0	0	0	1	0	0	A=(вин 	
33147	С начинающих строчек, неизмеримое страдание видно показано: «Здесь птицы не поют, Деревья не растут, И только мы к плечу плечо, Врастаем в землю тут». 	0	7		песне: 	lex, constr	7	0	0	0	0	2	0		S 
33147	С начинающих строчек, неизмеримое страдание видно показано: «Здесь птицы не поют, Деревья не растут, И только мы к плечу плечо, Врастаем в землю тут». 	9	11	плечо		constr	5	0	0	0	1	0	0	S 	
33148	Последняя здесь строчка напоминает мне о стихотворении Эхуда Михай, где он описает евреев, как деревьи нарушены, но стоящие. 	16	16	нарушены		lex	8	0	0	0	1	0	0	V 	
33148	Последняя здесь строчка напоминает мне о стихотворении Эхуда Михай, где он описает евреев, как деревьи нарушены, но стоящие. 	16	16	нарушены		lex	8	0	0	0	1	0	0	V 	
33148	Последняя здесь строчка напоминает мне о стихотворении Эхуда Михай, где он описает евреев, как деревьи нарушены, но стоящие. 	16	16	нарушены		lex	8	0	0	0	1	0	0	V 	
33149	Последняя здесь строчка, ,которая заключает несколько строф, говорит, что народ готов умерерть, чтобы совершать победу: «одна на всех- мы за ценой не постоим». 	12	12	умерерть		morph	8	0	0	0	1	0	0	ADV= 	
33149	Последняя здесь строчка, ,которая заключает несколько строф, говорит, что народ готов умерерть, чтобы совершать победу: «одна на всех- мы за ценой не постоим». 	12	12	умерерть		morph	8	0	0	0	1	0	0	ADV= 	
33149	Последняя здесь строчка, ,которая заключает несколько строф, говорит, что народ готов умерерть, чтобы совершать победу: «одна на всех- мы за ценой не постоим». 	12	12	умерерть		morph	8	0	0	0	1	0	0	ADV= 	
33150	Фраза « одна на всех» особенная страшная. 	5	5	особенная		lex	9	0	0	0	1	0	0	A=им 	
33151	Песня задумана вызывать гор и скорбь в советских народах, но с гордостью и уважением. 	14	14	уважением		constr, gov	9	0	0	0	1	0	0	S 	
33151	Песня задумана вызывать гор и скорбь в советских народах, но с гордостью и уважением. 	14	14	уважением		constr, gov	9	0	0	0	1	0	0	S 	
33151	Песня задумана вызывать гор и скорбь в советских народах, но с гордостью и уважением. 	14	14	уважением		constr, gov	9	0	0	0	1	0	0	S 	
33152	Священная война не нейтральная концепция, а песня по её имени показывает, как серьёзно была война для советских. 	5	5	концепция		not-clear	9	0	0	0	1	0	0	S 	
33152	Священная война не нейтральная концепция, а песня по её имени показывает, как серьёзно была война для советских. 	5	5	концепция		not-clear	9	0	0	0	1	0	0	S 	
33152	Священная война не нейтральная концепция, а песня по её имени показывает, как серьёзно была война для советских. 	5	5	концепция		not-clear	9	0	0	0	1	0	0	S 	
33153	 «Гнилой фашистский нечист Загоним пулю в лоб... 	3	3	нечист		gov	6	0	0	0	1	0	0	A=ед 	
33155	Двадцать- пять миллионов погибли в войне, и горькость и эмоциональная интенсивность этих строчек говорится о том, что СССР был ранен в войне и не забыл. 	25	25	забыл		constr	5	0	0	0	1	0	0	V=прош 	
33155	Двадцать- пять миллионов погибли в войне, и горькость и эмоциональная интенсивность этих строчек говорится о том, что СССР был ранен в войне и не забыл. 	25	25	забыл		constr	5	0	0	0	1	0	0	V=прош 	
33155	Двадцать- пять миллионов погибли в войне, и горькость и эмоциональная интенсивность этих строчек говорится о том, что СССР был ранен в войне и не забыл. 	25	25	забыл		constr	5	0	0	0	1	0	0	V=прош 	
33155	Двадцать- пять миллионов погибли в войне, и горькость и эмоциональная интенсивность этих строчек говорится о том, что СССР был ранен в войне и не забыл. 	25	25	забыл		constr	5	0	0	0	1	0	0	V=прош 	
33156	Для меня, ,оказалось странно, как русские относятся к немцам, они их не ненавидят, а по- моему уважают- но естественно, не странно, русские были готовы к вонйе, а ещё войну ненавидели. 	27	27	ненавидели		not-clear	10	0	0	0	1	0	0	V 	
33335	Лектор рассмартивает значение расспада СССР в 1991 году и о Соглашение о создании Содружества Независимых Государств ( СНГ). 	10	11	о о о Соглашение Соглашение 	Соглашение 	syntax	17	0	0	0	6	2	0	INTJ=  INTJ=  PR=  S  S 	S 
33336	Он излогает критическую оценку тому, что Америка остаётсся единствинной сверх державой. 	0	11		сверхдержавой. 	orpho	15	0	0	0	0	2	0		S  
33339	Приводится доказательства того, что перестала существовать последняя в мире империя. 	1	1	Приводится		coord	10	0	0	0	1	0	0	V 	
33341	Лектор подвиргается критике ухода стран из Советского Союза, из- за того что они ещё захотят вернутся, но тогда их могут взять или им отказать. 	16	16	вернутся		orpho	8	0	0	0	1	0	0	V 	
33341	Лектор подвиргается критике ухода стран из Советского Союза, из- за того что они ещё захотят вернутся, но тогда их могут взять или им отказать. 	16	16	вернутся		orpho	8	0	0	0	1	0	0	V 	
33341	Лектор подвиргается критике ухода стран из Советского Союза, из- за того что они ещё захотят вернутся, но тогда их могут взять или им отказать. 	16	16	вернутся		orpho	8	0	0	0	1	0	0	V 	
33343	Он рассуждает что «плохо не то, что союз распался, а то, что его кинутся собирать». 	3	3	что что что что 	о о о о том,  том,  том,  том,  , что 	syntax	25	0	0	0	5	15	0	SPRO  SPRO  SPRO  SPRO 	INTJ=  INTJ=  INTJ=  PR=  APRO=(пр  APRO=(пр  APRO=(пр  SPRO  SPRO 
33344	В основной части дается необходимая информация о том как распад СССР привел к независимости 15 республик СССР и появлению их на мировой политической арене как самостоятельных государств. 	19	20	появлению их их их 	к их появлению 	syntax	14	0	0	0	5	4	0	S  SPRO  SPRO  SPRO 	PR=  APRO=(пр  S 
33475	Этот законопроект 66 говорит о том, что частные лица будут платить больше налгов, если годовой доход больше $150. 	13	13	налгов		typo	6	0	0	0	1	0	0	S 	
33477	Этот налог пойдёт на бюджет Орегона ( образование, зравоохранение, безопасность). 	8	8	зравоохранение		orpho	14	0	0	0	1	0	0	S 	
33477	Этот налог пойдёт на бюджет Орегона ( образование, зравоохранение, безопасность). 	8	8	зравоохранение		orpho	14	0	0	0	1	0	0	S 	
33477	Этот налог пойдёт на бюджет Орегона ( образование, зравоохранение, безопасность). 	8	8	зравоохранение		orpho	14	0	0	0	1	0	0	S 	
33478	Если один член в семье работает и его годовой доход составляет $125. 	4	5	в семье 	семьи 	lex	3	0	0	0	3	2	0	PR=  S 	S 
33480	Индивидуальный налог берётся с заработка за год начиная с $125. 	5	5	заработка		lex	9	0	0	0	1	0	0	S 	
33483	8% и более $250. 	3	3	более более 	для доходов более 	constr	10	0	0	0	3	4	0	ADV=  ADV= 	PR=  S  ADV= 
33486	Совмемтный налог не поднимается при доходе $250. 	1	1	Совмемтный		typo	10	0	0	0	1	0	0	S 	
33493	В законопроекте 67 говорится, что эти налоги с корпорации увеличатся с 10 доллоров до $150. 	9	9	корпорации		lex	10	0	0	0	1	0	0	S 	
33493	В законопроекте 67 говорится, что эти налоги с корпорации увеличатся с 10 доллоров до $150. 	13	13	доллоров		orpho	8	0	0	0	1	0	0	S 	
33499	9% на доход $250. 	2	2	на		lex	2	0	0	0	1	0	0	PR= 	
33499	9% на доход $250. 	3	3	доход		gov	5	0	0	0	1	0	0	S 	
33501	.Это процент будет понежен в 2011- 2012 годах до 7. 	-1	-1	Это		lex	3	0	0	0	1	0	0	SPRO 	
33501	.Это процент будет понежен в 2011- 2012 годах до 7. 	-1	-1	Это		lex	3	0	0	0	1	0	0	SPRO 	
33654	На практике я работаю в организации для социальной помощи женщинам и детям. 	6	7	организации для 	организации 	gov, morph	4	0	0	0	3	2	0	S  PR= 	S 
33655	У меня нет там определенной роли/ / определенной работой, но это меня устраивает потому, что у меня есть возможность, чтобы ,просто узнать как работает не только эта организация, но и сама социальная система в СПб. 	8	8	работой		gov	7	0	0	0	1	0	0	S 	
